00000000,fffffffe,00000000
00000000,ffffffff,00000000
00000003,00000003,00000000
00000000,fffffffe,00000000
00000000,00000001,00000000
00000000,fffffffe,00000000
00000008,ffffffff,00000000
0000000d,00000001,00000001
00000000,fffffffe,00000000
00000000,0000000e,00000000
00000000,fffffff8,00000000
00000000,00000001,00000000
00000003,00000001,00000000
00000000,00000003,00000000
00000001,ffffffff,00000001
00000000,ffffffff,00000000
00000001,fffffffe,00000000
00000000,00000002,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000001,00000001,00000000
00000000,ffffffff,00000000
00000001,ffffffff,00000000
00000006,00000002,00000000
00000000,00000001,00000000
0000000a,ffffffff,00000001
00000000,00000001,00000000
00000000,fffffff9,00000000
00000000,fffffff7,00000000
00000000,00000001,00000000
00000004,ffffffff,00000000
00000000,ffffffff,00000000
00000003,00000001,00000000
00000007,ffffffff,00000001
00000001,00000001,00000000
00000005,00000001,00000000
00000000,fffffffd,00000000
00000005,ffffffff,00000000
00000006,00000001,00000000
00000004,00000001,00000000
00000001,ffffffff,00000001
00000001,00000001,00000000
00000005,00000001,00000000
00000000,fffffffd,00000000
00000005,ffffffff,00000000
00000006,00000001,00000000
00000006,ffffffff,00000001
00000000,00000002,00000000
00000000,0000000e,00000000
00000000,fffffffe,00000000
00000000,ffffffff,00000000
00000003,fffffffe,00000000
00000000,00000003,00000000
00000000,ffffffff,00000000
00000000,00000001,00000001
00000000,00000001,00000000
00000000,00000012,00000000
00000000,00000001,00000000
00000004,ffffffff,00000001
00000001,fffffff7,00000000
00000000,fffffff7,00000000
00000004,fffffffe,00000000
00000000,fffffffd,00000000
00000008,ffffffff,00000000
00000001,00000001,00000000
00000001,00000001,00000000
0000000c,00000001,00000001
00000000,ffffffff,00000000
00000000,fffffffc,00000000
00000000,fffffffc,00000000
00000003,ffffffff,00000000
00000000,ffffffff,00000000
00000000,fffffffe,00000000
00000000,fffffffd,00000000
00000000,fffffffe,00000000
00000008,ffffffff,00000000
0000000e,ffffffff,00000001
00000001,00000001,00000000
00000006,ffffffff,00000000
00000004,00000001,00000000
00000000,ffffffff,00000000
00000001,00000001,00000000
0000000a,00000001,00000000
00000000,ffffffff,00000001
00000001,00000001,00000000
00000001,00000001,00000000
00000003,ffffffff,00000000
00000000,ffffffff,00000000
00000007,00000001,00000000
00000008,00000001,00000000
00000001,00000001,00000000
00000000,ffffffff,00000000
00000006,ffffffff,00000000
00000004,00000001,00000000
00000000,ffffffff,00000001
00000000,00000001,00000000
00000000,00000016,00000000
00000000,00000003,00000000
00000005,ffffffff,00000001
00000001,00000013,00000000
00000000,00000001,00000000
00000000,00000001,00000001
00000000,ffffffff,00000000
00000000,ffffffff,00000000
00000000,fffffffd,00000000
00000000,fffffffe,00000000
00000000,00000001,00000000
00000002,00000003,00000000
00000001,fffffffc,00000000
00000000,00000002,00000000
00000000,fffffffe,00000000
00000004,00000001,00000000
00000003,fffffffe,00000000
0000000b,ffffffff,00000000
00000000,00000001,00000001
00000000,00000003,00000000
00000001,ffffffef,00000000
00000000,00000002,00000000
00000002,ffffffff,00000000
00000000,00000001,00000000
00000000,fffffffc,00000000
00000000,fffffffd,00000000
00000000,00000001,00000000
00000005,ffffffff,00000000
00000000,00000001,00000000
00000002,ffffffff,00000000
00000000,ffffffff,00000000
00000000,00000001,00000000
0000000a,fffffffe,00000000
0000000f,00000001,00000001
00000002,00000001,00000000
0000000b,ffffffff,00000000
0000000d,ffffffff,00000000
00000000,00000001,00000001
00000002,00000002,00000000
0000000b,ffffffff,00000000
0000000b,ffffffff,00000000
00000001,ffffffff,00000000
00000005,00000001,00000000
00000005,00000001,00000001
00000000,ffffffff,00000000
00000000,00000012,00000000
00000000,00000003,00000000
00000000,ffffffff,00000000
00000003,ffffffff,00000001
00000000,00000003,00000000
00000000,0000000c,00000000
00000000,00000005,00000000
00000000,00000004,00000000
00000000,ffffffff,00000000
00000003,ffffffff,00000000
00000000,00000001,00000001
00000001,fffffffc,00000000
00000000,fffffff4,00000000
00000000,ffffffff,00000000
00000000,00000002,00000000
00000001,00000001,00000000
00000000,fffffffd,00000000
00000000,fffffffb,00000000
0000000a,00000001,00000000
00000000,00000001,00000001
00000000,00000002,00000000
00000000,fffffffb,00000000
00000000,fffffffd,00000000
00000000,00000006,00000000
00000000,fffffffe,00000000
00000002,00000001,00000000
00000000,fffffff9,00000000
00000002,ffffffff,00000000
00000003,ffffffff,00000000
00000002,fffffffe,00000000
00000002,fffffffe,00000000
0000000a,ffffffff,00000000
00000000,ffffffff,00000000
00000001,ffffffff,00000000
0000000b,ffffffff,00000001
00000002,00000001,00000000
00000004,00000001,00000000
00000001,ffffffff,00000000
00000010,00000001,00000000
00000001,ffffffff,00000001
00000002,00000001,00000000
00000006,ffffffff,00000000
00000004,ffffffff,00000000
0000000b,ffffffff,00000000
00000001,ffffffff,00000000
0000000b,00000001,00000001
00000000,00000002,00000000
00000000,00000002,00000000
00000000,00000001,00000000
00000000,00000001,00000000
00000003,00000001,00000000
00000001,00000001,00000000
00000000,ffffffff,00000001
00000008,00000001,00000001
00000000,00000002,00000000
00000000,fffffff2,00000000
00000000,fffffff9,00000000
00000000,ffffffff,00000000
00000004,fffffffd,00000000
00000000,00000003,00000000
00000008,00000001,00000000
00000000,00000002,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000009,00000001,00000000
00000000,ffffffff,00000001
00000001,fffffff4,00000000
00000000,fffffffa,00000000
00000005,fffffffd,00000000
00000000,ffffffff,00000000
00000009,00000001,00000000
00000000,00000001,00000000
0000000d,00000001,00000001
00000019,ffffffff,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000005,ffffffff,00000001
0000000e,ffffffff,00000000
0000000d,ffffffff,00000000
00000005,ffffffff,00000001
00000000,ffffffff,00000000
00000000,fffffffe,00000000
00000006,00000002,00000001
00000000,ffffffff,00000000
00000000,fffffffe,00000000
00000000,fffffffe,00000000
00000004,00000001,00000000
00000000,00000002,00000001
00000000,00000002,00000000
00000000,fffffff3,00000000
00000000,fffffffa,00000000
00000000,ffffffff,00000000
00000000,ffffffff,00000000
0000000d,ffffffff,00000000
00000000,00000001,00000001
00000001,fffffff2,00000000
00000000,fffffffb,00000000
00000000,00000001,00000000
00000004,00000001,00000000
00000000,00000003,00000000
00000001,ffffffff,00000000
00000014,00000001,00000000
00000001,ffffffff,00000001
00000002,00000002,00000000
00000005,fffffffe,00000000
00000000,ffffffff,00000000
00000009,00000001,00000000
00000005,ffffffff,00000000
00000000,00000001,00000000
00000001,ffffffff,00000001
00000001,00000001,00000000
00000000,00000002,00000000
00000005,fffffffe,00000000
00000000,ffffffff,00000000
00000004,ffffffff,00000000
00000004,00000001,00000000
00000008,ffffffff,00000001
00000000,fffffffc,00000000
00000000,ffffffff,00000000
00000000,fffffffb,00000000
00000001,00000001,00000000
00000000,ffffffff,00000000
00000001,00000001,00000000
00000003,ffffffff,00000000
00000008,ffffffff,00000000
0000000c,00000001,00000000
00000000,00000001,00000001
00000000,00000001,00000000
00000000,fffffff4,00000000
00000000,fffffff8,00000000
00000000,00000002,00000000
00000000,ffffffff,00000000
00000003,fffffffe,00000000
00000000,fffffffe,00000000
00000002,00000001,00000000
00000004,00000001,00000000
00000012,ffffffff,00000001
00000000,ffffffff,00000000
00000000,fffffff3,00000000
00000000,fffffffa,00000000
00000000,ffffffff,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000001,00000001,00000000
00000000,00000002,00000000
00000008,00000001,00000000
00000000,00000003,00000000
00000000,ffffffff,00000000
0000000e,ffffffff,00000000
0000000b,00000001,00000001
00000000,00000001,00000000
00000000,fffffffd,00000000
00000000,fffffffd,00000000
00000000,fffffffa,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000000,ffffffff,00000000
00000001,00000001,00000000
00000009,00000001,00000000
00000010,ffffffff,00000001
00000001,00000002,00000000
00000001,ffffffff,00000000
00000004,fffffffe,00000000
00000010,ffffffff,00000000
00000000,00000001,00000001
00000001,00000002,00000000
00000001,ffffffff,00000000
00000003,00000001,00000000
00000000,fffffffe,00000000
00000005,ffffffff,00000000
0000000d,ffffffff,00000001
00000000,ffffffff,00000000
00000000,00000001,00000000
00000000,ffffffff,00000000
00000010,00000001,00000001
00000001,00000001,00000000
00000000,fffffffe,00000000
00000005,00000001,00000000
00000000,00000001,00000001
00000000,ffffffff,00000000
00000000,0000002e,00000000
00000000,fffffffd,00000000
00000002,ffffffff,00000000
00000002,fffffff5,00000000
0000000a,00000005,00000000
00000000,00000001,00000000
0000000d,fffffffb,00000001
00000001,0000002e,00000000
00000000,fffffffd,00000000
00000005,fffffff4,00000000
00000000,00000001,00000000
00000008,ffffffff,00000000
00000000,00000007,00000000
0000000e,fffffff9,00000001
00000002,00000001,00000000
00000019,00000001,00000001
00000019,ffffffff,00000000
00000000,00000001,00000000
00000001,00000001,00000001
00000001,00000002,00000000
00000000,ffffffff,00000000
00000005,00000001,00000000
00000000,00000002,00000001
00000001,00000004,00000000
00000006,00000001,00000000
00000000,00000001,00000000
0000000a,00000001,00000001
00000000,fffffffe,00000000
00000000,0000002d,00000000
00000000,fffffff6,00000000
00000004,00000002,00000000
00000000,fffffff8,00000000
00000000,00000005,00000000
00000000,fffffffe,00000000
00000007,ffffffff,00000000
00000000,00000001,00000000
00000001,00000002,00000000
0000000c,ffffffff,00000000
00000000,fffffffe,00000001
00000000,ffffffff,00000000
00000000,0000002b,00000000
00000000,fffffff1,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000002,fffffffb,00000000
00000000,00000009,00000000
00000002,00000001,00000000
00000006,fffffffe,00000000
00000000,fffffffc,00000000
00000002,fffffffe,00000000
0000000a,00000005,00000000
00000001,ffffffff,00000000
00000000,00000001,00000000
00000002,00000001,00000000
00000002,ffffffff,00000000
00000002,ffffffff,00000001
0000000e,00000001,00000000
0000000d,00000001,00000001
00000019,ffffffff,00000000
00000000,00000001,00000000
00000001,00000001,00000001
00000000,ffffffff,00000000
00000000,00000004,00000000
00000000,fffffffe,00000001
00000000,ffffffff,00000000
00000000,00000004,00000000
00000000,fffffffb,00000000
00000004,00000002,00000000
00000001,00000001,00000000
00000009,00000001,00000000
00000000,00000002,00000001
00000000,ffffffff,00000000
00000000,00000029,00000000
00000000,ffffffef,00000000
00000005,fffffffd,00000000
00000000,00000009,00000000
00000000,ffffffff,00000000
00000008,fffffffd,00000000
00000000,fffffffd,00000000
0000000a,00000001,00000000
00000002,00000005,00000001
00000001,00000028,00000000
00000000,ffffffef,00000000
00000004,ffffffff,00000000
00000000,fffffffe,00000000
00000000,00000009,00000000
00000000,00000001,00000000
00000007,ffffffff,00000000
00000000,fffffffc,00000000
00000000,fffffffd,00000000
0000000c,00000002,00000000
00000000,00000005,00000000
00000000,ffffffff,00000000
00000003,ffffffff,00000000
00000011,00000001,00000001
0000001c,00000001,00000001
0000001a,00000001,00000000
00000001,00000001,00000001
00000000,ffffffff,00000000
00000000,00000003,00000000
00000000,fffffffa,00000000
00000005,00000001,00000000
00000000,00000002,00000000
00000009,00000001,00000001
00000000,fffffffe,00000000
00000000,00000006,00000000
00000000,fffffffe,00000000
00000000,ffffffff,00000000
00000004,00000001,00000000
00000000,00000002,00000000
00000000,ffffffff,00000000
00000000,ffffffff,00000000
00000007,00000001,00000000
00000000,00000001,00000001
00000000,fffffffd,00000000
00000000,00000026,00000000
00000000,fffffff1,00000000
00000000,00000002,00000000
00000002,ffffffff,00000000
00000000,00000001,00000000
00000000,00000003,00000000
00000000,00000006,00000000
00000000,fffffffb,00000000
00000000,ffffffff,00000000
00000006,00000003,00000000
00000000,fffffffc,00000000
00000000,00000001,00000000
00000000,00000001,00000000
00000000,ffffffff,00000000
0000000a,fffffffc,00000000
00000001,00000004,00000000
00000000,00000001,00000000
0000000b,ffffffff,00000001
00000000,fffffffd,00000000
00000000,0000001e,00000000
00000000,ffffffef,00000000
00000000,00000003,00000000
00000003,ffffffff,00000000
00000000,0000000b,00000000
00000000,fffffffe,00000000
00000008,00000002,00000000
00000000,ffffffff,00000000
00000000,00000004,00000000
00000000,fffffffd,00000000
0000000b,00000003,00000000
00000000,fffffffd,00000000
00000000,ffffffff,00000001
0000000e,00000001,00000000
0000000d,00000001,00000001
0000001a,00000001,00000000
00000001,00000001,00000001
00000000,fffffffe,00000000
00000000,00000007,00000000
00000000,fffffffc,00000000
00000005,00000002,00000000
00000000,00000001,00000000
00000001,ffffffff,00000000
00000007,00000001,00000001
00000001,0000000a,00000000
00000000,fffffffb,00000000
00000000,ffffffff,00000000
00000003,ffffffff,00000000
00000000,00000001,00000000
00000009,00000001,00000001
00000000,fffffffd,00000000
00000000,00000015,00000000
00000000,fffffff4,00000000
00000000,00000003,00000000
00000003,fffffffe,00000000
00000000,00000009,00000000
00000000,fffffff9,00000000
00000000,00000001,00000000
00000001,00000001,00000000
00000006,00000004,00000000
00000000,fffffffc,00000000
0000000b,ffffffff,00000000
00000001,00000001,00000000
00000001,00000001,00000001
00000000,ffffffff,00000000
00000000,00000009,00000000
00000000,fffffffa,00000000
00000000,00000001,00000000
00000004,00000002,00000000
00000000,fffffffd,00000000
00000000,00000001,00000001
00000019,00000001,00000001
0000000e,00000001,00000000
0000000d,00000001,00000001
00000001,0000000c,00000000
00000001,ffffffff,00000000
00000003,ffffffff,00000000
00000000,00000001,00000000
0000000a,00000001,00000000
00000001,ffffffff,00000001
00000000,00000001,00000000
00000000,0000000d,00000000
00000011,00000001,00000001
00000000,ffffffff,00000000
00000000,00000009,00000000
00000000,fffffff9,00000000
00000000,00000001,00000000
00000000,00000002,00000000
00000000,00000001,00000000
00000000,fffffffe,00000000
00000001,00000002,00000000
00000000,fffffffe,00000000
00000000,00000001,00000000
00000000,00000001,00000000
00000000,ffffffff,00000000
00000002,00000001,00000000
00000000,00000001,00000000
00000000,ffffffff,00000000
00000004,00000001,00000000
00000000,fffffffe,00000000
00000001,00000001,00000000
00000003,ffffffff,00000000
00000001,00000001,00000000
00000007,00000001,00000000
